,Release Group,Worldwide,Domestic,Foreign,Year
11281,Puzzle,"$2,260,946","$2,032,018","$228,928",2018
11282,An Interview with God,"$2,251,795","$1,201,434","$1,050,361",2018
11283,At War,"$2,235,052","$4,605","$2,230,447",2018
11284,Elliot the Littlest Reindeer,"$2,195,706","$24,262","$2,171,444",2018
11285,3 Faces,"$2,191,516","$72,324","$2,119,192",2018
11286,Border,"$2,177,678","$771,930","$1,405,748",2018
11287,Veere Di Wedding,"$2,176,099",-,"$2,176,099",2018
11288,High Life,"$2,133,033","$1,225,852","$907,181",2018
11289,Indian Horse,"$2,097,362","$2,097,362",-,2018
11290,Mary Shelley,"$2,096,600","$108,900","$1,987,700",2018
11291,Black '47,"$2,073,063","$57,520","$2,015,543",2018
11292,Under the Silver Lake,"$2,053,469","$46,083","$2,007,386",2018
11293,Raid,"$2,031,135","$1,010,385","$1,020,750",2018
11294,Climax,"$2,027,391","$817,339","$1,210,052",2018
11295,Peterloo,"$1,998,945","$151,971","$1,846,974",2018
11296,Great Performances at the Met: Verdi: La Traviata,"$1,982,588","$1,882,931","$99,657",2018
11297,Maquia: When the Promised Flower Blooms,"$1,963,575","$185,699","$1,777,876",2018
11298,The Pact,"$1,855,647","$2,488","$1,853,159",2018
11299,Sweet Country,"$1,847,693","$104,297","$1,743,396",2018
11300,Grease 2018 Re-release,"$1,827,688","$1,213,413","$614,275",2018
11301,The Little Stranger,"$1,824,902","$713,143","$1,111,759",2018
11302,The Seagull,"$1,820,461","$1,252,960","$567,501",2018
11303,Moses,"$1,807,117","$1,807,117",-,2018
11304,Great Performances at the Met: Puccini: La Bohème,"$1,764,201","$1,764,201",-,2018
11305,Great Performances at the Met: Massenet: Cendrillon,"$1,747,259","$1,243,306","$503,953",2018
11306,Beast,"$1,744,071","$800,365","$943,706",2018
11307,A Faithful Man,"$1,720,605","$77,491","$1,643,114",2018
11308,The Wild Pear Tree,"$1,696,258","$34,014","$1,662,244",2018
11309,Namaste England,"$1,649,863","$104,156","$1,545,707",2018
11310,Sorry Angel,"$1,636,273","$30,628","$1,605,645",2018
11311,I Still See You,"$1,620,637","$1,359","$1,619,278",2018
11312,Great Performances at the Met: Verdi: Aida,"$1,595,902","$1,595,902",-,2018
11313,Yardie,"$1,551,163","$36,012","$1,515,151",2018
11314,Mystery Train,"$1,544,973","$1,541,218","$3,755",2018
11315,Mandy,"$1,523,052","$1,214,525","$308,527",2018
11316,Princess Mononoke 2018 Re-release,"$1,519,321","$1,423,877","$95,444",2018
11317,The Miseducation of Cameron Post,"$1,474,577","$904,703","$569,874",2018
11318,The Dawn Wall 2018 Re-release,"$1,442,013","$970,032","$471,981",2018
11319,Vox Lux,"$1,439,539","$727,119","$712,420",2018
11320,Saheb Biwi Aur Gangster 3,"$1,401,894",-,"$1,401,894",2018
11321,Sometimes Always Never,"$1,377,856",-,"$1,377,856",2018
11322,Swimming with Men,"$1,377,748","$24,708","$1,353,040",2018
11323,Little Italy,"$1,362,536","$990,230","$372,306",2018
11324,Foxtrot,"$1,356,159","$618,883","$737,276",2018
11325,Great Performances at the Met: Rossini: Semiramide,"$1,332,900","$1,033,651","$299,249",2018
11326,Great Performances at the Met: Mozart: Così fan tutte,"$1,302,949","$1,302,949",-,2018
11327,The Cakemaker,"$1,287,568","$875,751","$411,817",2018
11328,Shed Skin Papa,"$1,278,065","$13,331","$1,264,734",2018
11329,Yellow Submarine,"$1,273,261","$992,305","$280,956",2018
11330,Beautifully Broken,"$1,271,572","$1,209,645","$61,927",2018
11331,Guy,"$1,257,937","$1,319","$1,256,618",2018
11332,The Captain,"$1,196,669","$109,226","$1,087,443",2018
11333,Great Performances at the Met: Saint-Saëns: Samson et Dalila,"$1,195,758","$1,195,758",-,2018
11334,Great Performances at the Met: Verdi: Luisa Miller,"$1,166,858","$1,166,858",-,2018
11335,National Theatre Live: King Lear,"$1,142,561","$185,305","$957,256",2018
11336,Roma,"$1,140,769",-,"$1,140,769",2018
11337,Look Away,"$1,119,537",-,"$1,119,537",2018
11338,Great Performances at the Met: Donizetti: L'Elisir d'Amore,"$1,115,018","$1,115,018",-,2018
11339,Sunset,"$1,083,299","$164,906","$918,393",2018
11340,The Dark Crystal 2018 Re-release,"$1,036,956","$1,036,956",-,2018
11341,Great Performances at the Met: Puccini: La Fanciulla del West,"$1,023,233","$1,023,233",-,2018
11342,Husband Material,"$1,016,545","$567,417","$449,128",2018
11343,Transit,"$1,012,747","$815,290","$197,457",2018
11344,Elvis: The Comeback Special,"$1,010,657","$1,010,657",-,2018
11345,National Theatre Live: Antony & Cleopatra,"$998,079","$83,672","$914,407",2018
11346,Schindler's List 2018 Re-release,"$981,489","$833,050","$148,439",2018
11347,Journey's End,"$970,809","$161,796","$809,013",2018
11348,Ryuichi Sakamoto: Coda,"$962,850","$117,460","$845,390",2018
11349,A Prayer Before Dawn,"$958,883","$14,453","$944,430",2018
11350,The Endless,"$956,425","$272,020","$684,405",2018
11351,The Catcher Was a Spy,"$953,953","$725,223","$228,730",2018
11352,Becoming Astrid,"$938,766","$120,486","$818,280",2018
11353,Revenge,"$938,055","$102,091","$835,964",2018
11354,White Christmas 2018 Re-release,"$928,298","$928,298",-,2018
11355,Like Arrows,"$928,265","$817,990","$110,275",2018
11356,Kirk Cameron: Connect,"$918,127","$918,127",-,2018
11357,The Lodgers,"$916,727","$7,362","$909,365",2018
11358,Kings,"$910,269","$274,635","$635,634",2018
11359,Great Performances at the Met: Nico Muhly: Marnie,"$865,551","$849,710","$15,841",2018
11360,Lizzie,"$844,786","$642,157","$202,629",2018
11361,BANDSTAND: The Broadway Musical on Screen,"$839,554","$839,554",-,2018
11362,The Heiresses,"$811,196","$78,473","$732,723",2018
11363,Mrs. Hyde,"$778,142","$18,627","$759,515",2018
11364,The Invisibles,"$764,250","$407,373","$356,877",2018
11365,Pick of the Litter,"$763,688","$578,717","$184,971",2018
11366,Museo,"$762,284","$148,505","$613,779",2018
11367,Boundaries,"$755,977","$703,438","$52,539",2018
11368,Ramen Shop,"$735,008","$88,455","$646,553",2018
11369,The Polar Express 2018 Re-release,"$731,018","$731,018",-,2018
11370,Slaughterhouse Rulez,"$730,762","$4,665","$726,097",2018
11371,Liz and the Blue Bird,"$726,454","$63,204","$663,250",2018
11372,Kusama: Infinity,"$720,480","$360,931","$359,549",2018
11373,HBO Boxing: Canelo Alvarez vs. Gennady Golovkin II,"$707,875","$707,875",-,2018
11374,Itzhak,"$704,968","$607,290","$97,678",2018
11375,Blaze,"$704,955","$704,955",-,2018
11376,Jim Henson's Holiday Special with Fraggle Rock and Emmet Otter,"$695,130","$695,130",-,2018
11377,In the Aisles,"$694,586","$28,394","$666,192",2018
11378,The Trump Prophecy,"$671,198","$671,198",-,2018
11379,Anna and the Apocalypse,"$670,430","$545,597","$124,833",2018
11380,Dragon Ball Z: Broly - The Legendary Super Saiyan,"$658,982","$658,982",-,2018
11381,Ponyo 2018 Re-release,"$653,072","$653,072",-,2018
11382,Batti Gul Meter Chalu,"$635,869","$249,539","$386,330",2018
11383,"Love, Gilda","$626,318","$626,318",-,2018
11384,The Sound of Music 2018 Re-release,"$624,392","$616,171","$8,221",2018
11385,Die Hard 30th Anniversary Release,"$620,525","$510,241","$110,284",2018
11386,The Transformers,"$619,597","$619,597",-,2018
11387,The Reports on Sarah and Saleem,"$607,206","$117,479","$489,727",2018
11388,The Walking Dead: Wrath/The Walking Dead/Fear the Walking Dead: What's Your Story?/Fear the Walking Dead,"$605,764","$605,764",-,2018
11389,"DCI 2019: Big, Loud & Live 16","$603,320","$603,320",-,2018
11390,The Grateful Dead Meet-Up 2018,"$600,554","$600,554",-,2018
11391,Oh Lucy!,"$600,145","$375,391","$224,754",2018
11392,The Big Lebowski 2018 Re-release,"$592,832","$582,585","$10,247",2018
11393,Bilal: A New Breed of Hero 2018 Re-release,"$576,805","$490,973","$85,832",2018
11394,The Cat Returns 2018 Re-release,"$563,718","$563,718",-,2018
11395,Beetlejuice 2018 Re-release,"$562,613","$512,947","$49,666",2018
11396,Castle in the Sky 2018 Re-release,"$557,541","$523,664","$33,877",2018
11397,Rojo,"$557,092","$94,757","$462,335",2018
11398,Dhadak,"$549,628",-,"$549,628",2018
11399,My Generation,"$546,183",-,"$546,183",2018
11400,He's Out There,"$544,674",-,"$544,674",2018
11401,Dragon Ball Z: Bardock - The Father of Goku/Dragon Ball Z: Fusion Reborn,"$540,707","$540,707",-,2018
11402,Karwaan,"$536,525","$182,009","$354,516",2018
11403,What They Had,"$533,579","$260,136","$273,443",2018
11404,Grave of the Fireflies,"$516,962","$516,962",-,2018
11405,The Sandlot 2018 Re-release,"$516,130","$516,130",-,2018
11406,Bullitt 2018 Re-release,"$511,350","$511,350",-,2018
11407,Monsters and Men,"$510,967","$500,101","$10,866",2018
11408,Have a Nice Day,"$504,003","$79,393","$424,610",2018
11409,London Fields,"$487,420","$252,676","$234,744",2018
11410,Matangi/Maya/M.I.A,"$469,489","$230,808","$238,681",2018
11411,Time Freak,"$467,693","$10,003","$457,690",2018
11412,Puffs: Filmed Live Off Broadway,"$464,483","$464,483",-,2018
11413,MFKZ,"$461,724","$229,423","$232,301",2018
11414,Scotty and the Secret History of Hollywood,"$461,689","$461,689",-,2018
11415,The Dark Knight 2018 Re-release,"$460,178","$375,589","$84,589",2018
11416,South Pacific 2018 Re-release,"$458,000","$458,000",-,2018
11417,The Gospel According to André,"$454,550","$400,713","$53,837",2018
11418,Leaning Into The Wind,"$452,372","$400,530","$51,842",2018
11419,Porco Rosso 2018 Re-release,"$443,059","$443,059",-,2018
11420,Elf 2018 Re-release,"$442,073","$442,073",-,2018
11421,We the Animals,"$434,743","$400,961","$33,782",2018
11422,DCI 2018 Tour Premeire,"$434,008","$434,008",-,2018
11423,The Sower,"$433,112","$36,233","$396,879",2018
11424,Andy Irons: Kissed by God,"$430,393","$285,933","$144,460",2018
11425,Vertigo 2018 Re-release,"$425,152","$394,212","$30,940",2018
11426,Cirque du Soleil in Cinema: KURIOS - Cabinet of Curiosities,"$422,760","$413,039","$9,721",2018
11427,Frankenstein 2018 Re-release,"$417,783","$417,783",-,2018
11428,Happy Phirr Bhag Jayegi,"$417,669","$103,385","$314,284",2018
11429,Status Update,"$416,178","$4,764","$411,414",2018
11430,Please Stand By,"$406,732","$9,868","$396,864",2018
11431,The Philadelphia Story 2018 Re-release,"$404,524","$404,524",-,2018
11432,The Oath,"$401,463","$401,463",-,2018
11433,West Side Story 2018 Re-release,"$398,670","$398,670",-,2018
11434,Space Mutiny,"$397,887","$397,887",-,2018
11435,Krull 2018 Re-release,"$397,157","$397,157",-,2018
11436,The Escape,"$390,881","$14,018","$376,863",2018
11437,"Westwood: Punk, Icon, Activist","$386,856","$58,979","$327,877",2018
11438,How to Talk to Girls at Parties,"$385,733","$84,809","$300,924",2018
11439,Flower,"$380,553","$328,188","$52,365",2018
11440,Jane and Emma,"$380,030","$380,030",-,2018
11441,Daughter of Mine,"$379,010","$10,628","$368,382",2018
11442,Attack on Titan: Smoke Signal,"$377,334","$377,334",-,2018
11443,Jurassic Park 2018 Re-release,"$374,238","$374,238",-,2018
11444,Pom Poko 2018 Re-release,"$372,405","$372,405",-,2018
11445,"Ruben Brandt, Collector 2018 Re-release","$369,809","$117,963","$251,846",2018
11446,Bel Canto,"$357,462","$125,569","$231,893",2018
11447,The Wizard of Oz 2018 Re-release,"$351,839","$351,839",-,2018
11448,Suicide the Ripple Effect,"$347,468","$347,468",-,2018
11449,Bolshoi Ballet: Swan Lake,"$342,391","$88,905","$253,486",2018
11450,Nureyev: Lifting the Curtain,"$342,255","$165,203","$177,052",2018
11451,Knife + Heart,"$341,847","$32,516","$309,331",2018
11452,First Love,"$340,032","$218,329","$121,703",2018
11453,Silencio,"$338,596","$158,723","$179,873",2018
11454,Sailor Moon R: The Movie: The Promise of the Rose/Sailor Moon S: The Movie - Hearts in Ice,"$335,697","$335,697",-,2018
11455,Russ Taff: I Still Believe,"$334,983","$334,983",-,2018
11456,Bhavesh Joshi Superhero,"$334,723","$57,376","$277,347",2018
11457,Shine,"$333,388","$333,388",-,2018
11458,The Opera House,"$325,235","$320,079","$5,156",2018
11459,Teefa In Trouble,"$324,633",-,"$324,633",2018
11460,The Bolshoi Ballet: Live From Moscow - The Nutcracker,"$323,928","$323,928",-,2018
11461,The Cured,"$323,776","$26,630","$297,146",2018
11462,Damsel,"$323,235","$305,136","$18,099",2018
11463,Okko's Inn,"$317,547","$134,787","$182,760",2018
11464,Sauvage / Wild,"$317,536","$61,604","$255,932",2018
11465,The Riot and the Dance,"$316,103","$316,103",-,2018
11466,The Bolshoi Ballet: Live From Moscow - Romeo and Juliet,"$313,088","$313,088",-,2018
11467,Great Performances at the Met: MET Opera: Magic Flute,"$307,686","$307,686",-,2018
11468,The Mercy 2018 Re-release,"$306,205","$29,538","$276,667",2018
11469,Showtime Championship Boxing: Deontay Wilder vs. Tyson Fury,"$304,482","$304,482",-,2018
11470,The Bolshoi Ballet: Live From Moscow - Giselle,"$302,681","$302,681",-,2018
11471,Sunset Blvd. 2018 Re-release,"$299,645","$299,645",-,2018
11472,Harry Potter and the Sorcerer's Stone 2018 Re-release,"$295,917","$295,917",-,2018
11473,More Than Funny,"$290,498","$290,498",-,2018
11474,Best F(r)iends: Volume 1,"$290,064","$252,410","$37,654",2018
11475,The Silence of Others,"$289,455","$67,986","$221,469",2018
11476,Generation Wealth,"$287,709","$237,709","$50,000",2018
11477,Skate Kitchen,"$287,307","$236,799","$50,508",2018
11478,But Deliver Us from Evil,"$285,169","$285,169",-,2018
11479,Disney's Newsies: The Broadway Musical! 2018 Re-release,"$282,429","$282,429",-,2018
11480,Wonders of the Sea,"$279,415","$100,780","$178,635",2018
11481,Science Fair,"$277,338","$276,195","$1,143",2018
11482,The King,"$273,601","$259,291","$14,310",2018
11483,The World Before Your Feet,"$268,644","$268,644",-,2018
11484,Doctor Who,"$264,629","$264,629",-,2018
11485,The Producers 2018 Re-release,"$263,277","$216,807","$46,470",2018
11486,The Final Year,"$262,286","$191,900","$70,386",2018
11487,Eating You Alive,"$260,534","$260,534",-,2018
11488,Across the Universe 2018 Re-release,"$258,618","$258,618",-,2018
11489,Big 2018 Re-release,"$258,507","$258,507",-,2018
11490,Helicopter Eela,"$256,952","$71,971","$184,981",2018
11491,Hot Summer Nights,"$246,133",-,"$246,133",2018
11492,Harry Potter and the Chamber of Secrets 2018 Re-release,"$245,501","$245,501",-,2018
11493,The Fireflies Are Gone,"$245,006","$245,006",-,2018
11494,Dark River,"$239,182","$7,714","$231,468",2018
11495,RWBY: Argus Limited,"$238,379","$238,379",-,2018
11496,Alien Intrusion: Unmasking a Deception,"$237,411","$237,411",-,2018
11497,Diamantino,"$235,041","$70,088","$164,953",2018
11498,Superman 2018 Re-release,"$233,585","$233,585",-,2018
11499,Bishôjo senshi Sailor Moon Super S Special,"$231,434","$231,434",-,2018
11500,"Belle and Sebastian, Friends for Life 2018 Re-release","$229,983","$105,890","$124,093",2018
11501,Studio 54,"$227,062","$199,767","$27,295",2018
11502,BuyBust,"$223,720","$178,471","$45,249",2018
11503,Little Pink House,"$220,948","$220,948",-,2018
11504,Fragments of Truth,"$219,342","$219,342",-,2018
11505,Harry Potter and the Prisoner of Azkaban 2018 Re-release,"$218,774","$218,774",-,2018
11506,Dark Money,"$217,932","$217,932",-,2018
11507,Getting Grace,"$217,812","$217,812",-,2018
11508,The Treasure of the Sierra Madre,"$215,295","$215,295",-,2018
11509,Agent Mr. Chan,"$208,351","$208,351",-,2018
11510,The Dating Project,"$208,100","$208,100",-,2018
11511,Heading Home: The Tale of Team Israel,"$207,533","$207,533",-,2018
11512,Keep the Change,"$202,788","$202,788",-,2018
11513,The Bolshoi Ballet: Live From Moscow - Coppélia,"$202,217","$202,217",-,2018
11514,Gemini,"$200,340","$200,340",-,2018
11515,Rebel Without a Cause 2018 Re-release,"$199,963","$199,963",-,2018
11516,Madeline's Madeline,"$197,309","$185,576","$11,733",2018
11517,Have It All -The Movie,"$197,142","$197,142",-,2018
11518,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,"$195,517","$166,616","$28,901",2018
11519,Claire's Camera,"$191,980","$83,418","$108,562",2018
11520,Harry Potter and the Deathly Hallows: Part 2 2018 Re-release,"$191,886","$181,938","$9,948",2018
11521,Harry Potter and the Goblet of Fire 2018 Re-release,"$188,716","$188,716",-,2018
11522,The Bolshoi Ballet: Live From Moscow - Don Quixote,"$187,946","$187,946",-,2018
11523,Never-Ending Man: Hayao Miyazaki,"$187,320","$187,320",-,2018
11524,Twiceland,"$186,078","$52,874","$133,204",2018
11525,Cobra Kai Premiere Event feat. The Karate Kid,"$185,082","$185,082",-,2018
11526,Shock and Awe,"$182,415","$77,980","$104,435",2018
11527,The Bolshoi Ballet: Live From Moscow - The Flames of Paris,"$175,922","$175,922",-,2018
11528,Always at The Carlyle,"$174,251","$174,251",-,2018
11529,The Bolshoi Ballet: Live From Moscow - La Sylphide,"$171,177","$171,177",-,2018
11530,The House That Jack Built,"$170,113","$170,113",-,2018
11531,Girls of the Sun,"$168,771","$19,712","$149,059",2018
11532,The Clovehitch Killer,"$167,994","$8,208","$159,786",2018
11533,The Bolshoi Ballet: Live From Moscow - The Lady of the Camellias,"$167,991","$167,991",-,2018
11534,Is Genesis History? 2018 Re-release,"$166,763","$166,763",-,2018
11535,Far From the Tree,"$166,018","$166,018",-,2018
11536,Lost & Found,"$164,026","$125,173","$38,853",2018
11537,The Samuel Project,"$161,565","$161,565",-,2018
11538,Lu Over the Wall,"$161,253","$109,857","$51,396",2018
11539,National Theatre Live: The Curious Incident of the Dog in the Night-Time 2018 Re-release,"$160,381","$160,381",-,2018
11540,The Last Resort,"$158,646","$158,646",-,2018
11541,Western,"$155,215","$41,072","$114,143",2018
11542,Bad Reputation,"$154,190","$148,568","$5,622",2018
11543,Eating Animals,"$153,993","$149,614","$4,379",2018
11544,The Tag Along: Devil Fish,"$153,895","$20,726","$133,169",2018
11545,"Buttons, A New Musical Film","$151,983","$151,983",-,2018
11546,Night of the Living Dead 2018 Re-release,"$147,423","$147,423",-,2018
11547,Hannah,"$146,325","$11,700","$134,625",2018
11548,Mr. Smith Goes to Washington 2018 Re-release,"$144,738","$144,738",-,2018
11549,The Price of Everything,"$144,446","$87,400","$57,046",2018
11550,Disguising,"$143,108",-,"$143,108",2018
11551,Best F(r)iends Volume Two,"$141,524","$141,524",-,2018
11552,Support the Girls,"$139,550","$129,124","$10,426",2018
11553,Head Full of Honey,"$138,844","$12,350","$126,494",2018
11554,The Brawler,"$138,515","$75,929","$62,586",2018
11555,Mantra: Sounds Into Silence,"$135,684","$115,013","$20,671",2018
11556,Another Day of Life,"$134,801","$3,190","$131,611",2018
11557,Rudy 2018 Re-release,"$131,200","$131,200",-,2018
11558,The Image Book,"$130,802","$94,153","$36,649",2018
11559,Five Seasons: The Gardens of Piet Oudolf,"$130,319","$119,223","$11,096",2018
11560,Harry Potter and the Half-Blood Prince 2018 Re-release,"$130,081","$130,081",-,2018
11561,Great Performances at the Met: Puccini: Madama Butterfly,"$129,730","$129,730",-,2018
11562,Great Performances at the Met: Tchaikovsky: Eugene Onegin 2018 Re-release,"$129,498","$129,498",-,2018
11563,Great Performances at the Met: Verdi: Il Trovatore,"$129,393","$129,393",-,2018
11564,Love After Love,"$128,602","$121,098","$7,504",2018
11565,Where Hands Touch,"$128,269","$67,743","$60,526",2018
11566,Sleepless in Seattle 2018 Re-release,"$127,281","$127,281",-,2018
11567,The Great Buster,"$125,807","$118,344","$7,463",2018
11568,Hymn: Sarah Brightman in Concert,"$124,707","$113,274","$11,433",2018
11569,'85: The Greatest Team in Football History,"$124,573","$124,573",-,2018
11570,Wings of Desire 2018 Re-release,"$123,830","$123,830",-,2018
11571,Blood Fest,"$122,833","$82,774","$40,059",2018
